       517928.29       4200.6702   4.9899634e-06
       507569.72       4194.8703   5.5335072e-06
       497211.16       4193.7748   6.1274110e-06
       486852.59       4197.9012   6.7738440e-06
       476494.02       4206.7869   7.4786600e-06
       466135.46       4217.7495   8.2548886e-06
       455776.89       4230.0257   9.1097409e-06
       445418.33       4243.8622   1.0048729e-05
       435059.76       4260.1557   1.1065511e-05
       424701.20       4279.7660   1.2150383e-05
       414342.63       4302.3906   1.3314468e-05
       403984.06       4326.9345   1.4584693e-05
       393625.50       4352.1977   1.5994292e-05
       383266.93       4378.1964   1.7555469e-05
       372908.37       4404.9461   1.9281382e-05
       362549.80       4432.4240   2.1175032e-05
       352191.24       4460.6146   2.3240581e-05
       341832.67       4489.5216   2.5487272e-05
       331474.10       4518.8785   2.7845494e-05
       321115.54       4548.7030   3.0312094e-05
       310756.97       4579.1001   3.2909291e-05
       300398.41       4610.4924   3.5754046e-05
       290039.84       4642.9984   3.8896305e-05
       279681.27       4676.6273   4.2358587e-05
       269322.71       4711.3694   4.6160527e-05
       258964.14       4747.0914   5.0288460e-05
       248605.58       4783.7309   5.4743778e-05
       238247.01       4821.1349   5.9502874e-05
       227888.45       4858.3958   6.4319967e-05
       217529.88       4895.8364   6.9246046e-05
       207171.31       4933.9251   7.4369618e-05
       196812.75       4974.0525   8.0044438e-05
       186454.18       5016.3356   8.6315563e-05
       176095.62       5060.8896   9.3228337e-05
       165737.05       5107.7434   0.00010078729
       155378.49       5156.8701   0.00010896094
       145019.92       5208.2784   0.00011773573
       134661.35       5261.3610   0.00012679178
       124302.79       5315.6118   0.00013577574
       113944.22       5371.0693   0.00014463855
       103585.66       5428.4223   0.00015365496
       93227.092       5488.6687   0.00016325523
       82868.526       5549.5016   0.00017273971
       72509.960       5609.9949   0.00018176934
       62151.394       5671.3875   0.00019053625
       51792.829       5727.4114   0.00019847218
       41434.263       5781.0667   0.00020631358
       31075.697       5840.0000   0.00021519999
